Listing_num,Address,Community,House_type,Listing_price,Sigma_estimate,Estimated_on,Sold_price,Bedroom,Washroom,Parking,Tax,Property_type,Maintenance,Building_age,Size,Basement,Utility_incl,Days_on_market,Rental_dom,Listed_on,Updated_on,Rental_estimate,Rental_yield,Major_intersection,Amenities,Exposure,Municipality
C4969933,Unit 922 - 295 Adelaide St W,Waterfront Communities C1 - Toronto,Condo Apt,649900,650876,2021-02-01 00:00:00,675000.0,1.33,1,1,2801.0,"Condo Apt, Apartment",483.0,0-5,600.0,,"water,heat",93,21.0,2020-10-28 00:00:00,2021-02-01 00:00:00,2183.0,2.47,John & Adelaide,"Concierge, Gym, Media Room, Outdoor Pool, Party/Meeting Room, Rooftop Deck/Garden",W,Toronto
C4952927,Unit 3301 - 295 Adelaide St W,Waterfront Communities C1 - Toronto,Condo Apt,635000,624444,2021-02-11 00:00:00,608000.0,1.0,1,0,2189.0,"Condo Apt, Apartment",342.0,,500.0,,"water,heat",107,31.0,2020-10-14 00:00:00,2021-02-11 00:00:00,1725.0,2.1,Adelaide & John,,W,Toronto
C4936802,Unit 1008 - 125 Western Battery Rd,Niagara - Toronto,Condo Apt,589000,691918,2021-01-29 00:00:00,665000.0,1.33,2,1,2387.0,"Condo Apt, Apartment",422.0,6-10,700.0,,"water,heat",120,21.0,2020-10-01 00:00:00,2021-01-29 00:00:00,2150.0,2.41,King & Bathurst,"Bus Ctr (Wifi Bldg), Concierge, Exercise Room, Party/Meeting Room, Visitor Parking",S,Toronto
C5097025,Unit 230 - 1030 King St W,Niagara - Toronto,Condo Apt,659000,645767,2021-02-02 00:00:00,665000.0,1.33,1,1,2483.0,"Condo Apt, Apartment",426.0,0-5,600.0,,"water,heat",0,25.0,2021-01-28 00:00:00,2021-02-02 00:00:00,1900.0,2.09,King & Shaw,"Bike Storage, Bus Ctr (Wifi Bldg), Concierge, Exercise Room, Guest Suites, Gym",S,Toronto
C5096132,Unit 1117 - 3018 Yonge St,Lawrence Park South - Toronto,Condo Apt,628000,588339,2021-02-09 00:00:00,620000.0,1.0,1,1,2801.0,"Condo Apt, Apartment",492.0,,500.0,,"water,heat",1,12.0,2021-01-27 00:00:00,2021-02-09 00:00:00,2079.0,2.62,Yonge & Lawrence,"Bike Storage, Concierge, Exercise Room, Gym, Outdoor Pool, Party/Meeting Room",W,Toronto
C5096034,Unit 506 - 833 King St W,Niagara - Toronto,Condo Apt,699000,703056,2021-01-29 00:00:00,845000.0,2.0,1,1,2910.0,"Condo Apt, Apartment",641.0,16-30,800.0,,"water,heat",1,25.0,2021-01-27 00:00:00,2021-01-29 00:00:00,2202.0,2.0,King St W & Niagra St,"Bbqs Allowed, Rooftop Deck/Garden, Security System, Visitor Parking",S,Toronto
C5095907,Unit 418 - 57 St. Joseph St,Bay Street Corridor - Toronto,Condo Apt,648800,636549,2021-02-04 00:00:00,648000.0,1.33,1,0,2699.0,"Condo Apt, Apartment",350.0,0-5,500.0,,"water,heat",2,42.0,2021-01-26 00:00:00,2021-02-04 00:00:00,1933.0,2.12,Bay & Wellesley,"Concierge, Guest Suites, Gym, Media Room, Outdoor Pool, Rooftop Deck/Garden",W,Toronto
C5095668,Unit 615 - 231 Fort York Blvd,Waterfront Communities C1 - Toronto,Condo Apt,559900,550110,2021-01-29 00:00:00,626000.0,1.33,1,1,1913.0,"Condo Apt, Apartment",491.0,11-15,600.0,,"water,heat",1,31.0,2021-01-27 00:00:00,2021-01-29 00:00:00,1806.0,2.17,Lake Shore Blvd W & Strachan Ave,"Concierge, Exercise Room, Gym, Indoor Pool, Rooftop Deck/Garden, Visitor Parking",W,Toronto
C5095067,Unit S325 - 455 Front St E,Waterfront Communities C8 - Toronto,Condo Apt,599000,621513,2021-02-11 00:00:00,606800.0,1.33,2,0,2219.0,"Condo Apt, Apartment",495.0,0-5,600.0,,"water,heat",5,31.0,2021-01-23 00:00:00,2021-02-11 00:00:00,1945.0,2.2,Front St E & Cherry St,,S,Toronto
C5094334,Unit 508 - 8 Eglinton Ave E,Mount Pleasant East - Toronto,Condo Apt,699000,690599,2021-01-29 00:00:00,725000.0,2.0,2,0,3112.0,"Condo Apt, Apartment",544.0,0-5,700.0,,,2,34.0,2021-01-26 00:00:00,2021-01-29 00:00:00,2124.0,1.94,Yonge & Eglinton,"Concierge, Exercise Room, Indoor Pool, Party/Meeting Room, Rooftop Deck/Garden, Security Guard",NW,Toronto
C5093130,Unit 2409 - 281 Mutual St,Church-Yonge Corridor - Toronto,Condo Apt,589000,584439,2021-02-08 00:00:00,587000.0,1.0,1,1,2339.0,"Condo Apt, Apartment",579.0,,600.0,,water,3,37.0,2021-01-25 00:00:00,2021-02-08 00:00:00,1783.0,1.69,Jarvis & Carlton,"Concierge, Exercise Room, Guest Suites, Party/Meeting Room, Sauna, Visitor Parking",SE,Toronto
C5092415,Unit 1208 - 65 East Liberty St,Niagara - Toronto,Condo Apt,579000,578741,2021-02-07 00:00:00,565000.0,1.0,1,1,2021.0,"Condo Apt, Apartment",392.0,,500.0,,"water,heat",9,25.0,2021-01-19 00:00:00,2021-02-07 00:00:00,1913.0,2.54,King & Strachan,"Concierge, Guest Suites, Gym, Indoor Pool, Party/Meeting Room, Visitor Parking",W,Toronto
C5090984,Unit N1703 - 125 Blue Jays Way,Waterfront Communities C1 - Toronto,Condo Apt,649999,638411,2021-01-28 00:00:00,650000.0,1.33,1,0,,"Condo Apt, Apartment",,New,600.0,,,7,30.0,2021-01-21 00:00:00,2021-01-28 00:00:00,2157.0,3.72,King St W & Blue Jays Way,"Concierge, Exercise Room, Indoor Pool, Media Room, Security Guard, Visitor Parking",S,Toronto
C5090608,Unit 324 - 120 Homewood Ave,North St. James Town - Toronto,Condo Apt,699000,678547,2021-01-29 00:00:00,720000.0,1.0,1,1,2645.0,"Condo Apt, Apartment",490.0,,700.0,,water,7,23.0,2021-01-21 00:00:00,2021-01-30 00:00:00,1817.0,1.75,Wellesley & Sherbourne,"Bbqs Allowed, Concierge, Games Room, Gym, Outdoor Pool, Rooftop Deck/Garden",E,Toronto
C5090135,Unit 2602 - 20 Tubman Ave,Regent Park - Toronto,Condo Apt,598888,587416,2021-01-29 00:00:00,662000.0,1.33,1,1,2177.0,"Condo Apt, Apartment",435.0,0-5,600.0,,"water,heat",7,32.0,2021-01-21 00:00:00,2021-01-29 00:00:00,1850.0,2.18,Dundas St E & Sumach St,"Gym, Party/Meeting Room, Recreation Room, Rooftop Deck/Garden, Security Guard, Visitor Parking",W,Toronto
C5089409,Unit 1102 - 15 Bruyeres Mews,Waterfront Communities C1 - Toronto,Condo Apt,625000,608246,2021-01-28 00:00:00,600000.0,1.33,1,1,2087.0,"Condo Apt, Apartment",523.0,New,600.0,,"water,heat",8,24.0,2021-01-20 00:00:00,2021-01-28 00:00:00,1900.0,2.11,Lakeshore & Bathurst,"Concierge, Exercise Room, Guest Suites, Gym, Rooftop Deck/Garden, Visitor Parking",N,Toronto
C5089326,Unit 1705 - 11 Charlotte St,Niagara - Toronto,Condo Apt,589000,578444,2021-02-05 00:00:00,580000.0,1.0,1,0,1900.0,"Condo Apt, Apartment",351.0,0-5,0.0,,water,8,24.0,2021-01-20 00:00:00,2021-02-05 00:00:00,1827.0,2.49,King St W & Spadina,"Bbqs Allowed, Concierge, Gym, Outdoor Pool, Party/Meeting Room, Security System",N,Toronto
C5088858,Unit 1903 - 260 Queens Quay W,Waterfront Communities C1 - Toronto,Condo Apt,595000,584141,2021-01-28 00:00:00,586000.0,1.33,1,0,2039.0,"Condo Apt, Apartment",495.0,,700.0,,"water,heat",9,30.0,2021-01-19 00:00:00,2021-01-28 00:00:00,2101.0,2.6,Queens Quay W & Rees St,,SW,Toronto
W5081875,Unit 203 - 437 Roncesvalles Ave,Roncesvalles - Toronto,Condo Apt,619900,619253,2021-01-28 00:00:00,619900.0,1.33,1,1,1859.0,"Condo Apt, Loft",510.0,0-5,500.0,,"water,heat",16,19.0,2021-01-12 00:00:00,2021-01-28 00:00:00,2456.0,3.26,Bloor & Roncesvalles,"Concierge, Party/Meeting Room, Rooftop Deck/Garden, Security System, Visitor Parking",W,Toronto
C5078646,Unit 1503 - 70 Queens Wharf Rd,Waterfront Communities C1 - Toronto,Condo Apt,566000,550966,2021-02-08 00:00:00,550000.0,1.0,1,0,1715.0,"Condo Apt, Apartment",314.0,0-5,500.0,,"water,heat",21,31.0,2021-01-07 00:00:00,2021-02-08 00:00:00,1626.0,2.27,Bathurst & Fort York,"Concierge, Guest Suites, Gym, Outdoor Pool, Tennis Court, Visitor Parking",W,Toronto
C5078368,Unit 704 - 100 Western Battery Rd,Niagara - Toronto,Condo Apt,660000,645350,2021-01-30 00:00:00,650000.0,1.33,1,1,2141.0,"Condo Apt, Apartment",518.0,,600.0,,"water,heat",21,21.0,2021-01-07 00:00:00,2021-01-30 00:00:00,1904.0,2.06,King West & Strachan,"Concierge, Guest Suites, Gym, Party/Meeting Room, Security System, Visitor Parking",SW,Toronto
C5074238,Unit 2207 - 28 Linden St,North St. James Town - Toronto,Condo Apt,649000,637388,2021-02-08 00:00:00,622500.0,1.33,1,0,2387.0,"Condo Apt, Apartment",482.0,,600.0,,,24,17.0,2021-01-04 00:00:00,2021-02-08 00:00:00,1731.0,2.06,Bloor & Sherbourne,"Concierge, Guest Suites, Gym, Party/Meeting Room, Security Guard, Visitor Parking",W,Toronto
"C5063604, 40051402",Unit 910 - 100 Hayden St,Church-Yonge Corridor - Toronto,Condo Apt,599900,565654,2021-01-28 00:00:00,580000.0,1.33,1,1,2039.0,"Condo Apt, Apartment",612.0,2002,580.0,,water,48,29.0,2020-12-11 00:00:00,2021-01-28 00:00:00,1946.0,2.0,Bloor & Church & Jarvis,"Bike Storage, Bus Ctr (Wifi Bldg), Concierge, Exercise Room, Games Room, Gym",S,Toronto
C5060326,Unit 1605 - 40 Scollard St,Annex - Toronto,Condo Apt,559000,549302,2021-02-01 00:00:00,,1.33,1,0,2295.0,"Condo Apt, Apartment",675.0,,600.0,,"water,hydro,heat",51,33.0,2020-12-08 00:00:00,2021-02-01 00:00:00,2073.0,2.26,Yonge & Davenport,"Bike Storage, Concierge, Exercise Room, Party/Meeting Room, Sauna",N,Toronto
C5059473,Unit 2101 - 120 Parliament St,Moss Park - Toronto,Condo Apt,579000,562494,2021-01-30 00:00:00,580000.0,1.0,1,0,1937.0,"Condo Apt, Apartment",359.0,0-5,600.0,,"water,heat",52,20.0,2020-12-07 00:00:00,2021-01-30 00:00:00,1588.0,2.05,Adelaide & Parliament,"Concierge, Exercise Room, Gym, Party/Meeting Room, Recreation Room",W,Toronto
C4995859,Unit 812 - 200 Sackville St,Regent Park - Toronto,Condo Apt,598888,577452,2021-01-29 00:00:00,585000.0,1.33,1,0,1789.0,"Condo Apt, Apartment",346.0,0-5,500.0,,"water,heat",70,26.0,2020-11-19 00:00:00,2021-01-29 00:00:00,2171.0,3.03,Parliament & Dundas,"Concierge, Gym, Party/Meeting Room, Rooftop Deck/Garden, Visitor Parking",E,Toronto
C4934717,Unit 3909 - 8 Eglinton Ave E,Mount Pleasant West - Toronto,Condo Apt,625000,595107,2021-02-09 00:00:00,605000.0,1.33,1,0,2483.0,"Condo Apt, Apartment",410.0,0-5,500.0,,,120,30.0,2020-09-30 00:00:00,2021-02-09 00:00:00,1675.0,1.82,Yonge & Eglinton Ave,"Concierge, Guest Suites, Indoor Pool, Party/Meeting Room, Security Guard",E,Toronto
C5094478,Unit 604 - 170 Sumach St,Regent Park - Toronto,Condo Apt,559000,552217,2021-02-04 00:00:00,559000.0,1.0,1,0,1823.0,"Condo Apt, Apartment",438.0,6-10,500.0,,"water,heat",2,32.0,2021-01-25 00:00:00,2021-02-04 00:00:00,1638.0,2.0,Dundas & Sumach,"Concierge, Exercise Room, Games Room, Gym, Sauna, Visitor Parking",S,Toronto
C5094296,Unit 520 - 55 Regent Park Blvd,Regent Park - Toronto,Condo Apt,599000,590610,2021-01-29 00:00:00,615000.0,1.33,1,1,2105.0,"Condo Apt, Apartment",490.0,0-5,600.0,,"water,heat",1,32.0,2021-01-26 00:00:00,2021-01-29 00:00:00,1894.0,2.14,Dundas & Sumach,"Concierge, Exercise Room, Gym, Party/Meeting Room, Rooftop Deck/Garden, Visitor Parking",S,Toronto
C5092962,Unit 624 - 1169 Queen St W,Little Portugal - Toronto,Condo Apt,619000,604559,2021-02-02 00:00:00,626126.0,1.33,1,0,2202.0,"Condo Apt, Apartment",450.0,,600.0,,"water,heat",3,25.0,2021-01-24 00:00:00,2021-02-02 00:00:00,1841.0,2.14,Queen W & Dufferin,,S,Toronto
C5092868,Unit 604 - 38 Joe Shuster Way,Niagara - Toronto,Condo Apt,595000,594225,2021-01-28 00:00:00,653000.0,2.0,2,1,2122.0,"Condo Apt, Apartment",534.0,,700.0,,"water,heat",3,25.0,2021-01-24 00:00:00,2021-01-28 00:00:00,2460.0,3.19,King & Dufferin,,SE,Toronto
C5092136,Unit 405 - 96 St Patrick St,Kensington-Chinatown - Toronto,Condo Apt,649000,638199,2021-01-27 00:00:00,660000.0,1.33,1,1,2537.0,"Condo Apt, Apartment",574.0,,600.0,,"water,heat",5,28.0,2021-01-22 00:00:00,2021-01-27 00:00:00,2400.0,2.68,University & Dundas,"Bike Storage, Concierge, Guest Suites, Gym, Party/Meeting Room, Visitor Parking",E,Toronto
C5089045,Unit 711 - 88 Broadway Ave,Mount Pleasant West - Toronto,Condo Apt,624900,617763,2021-02-02 00:00:00,641000.0,1.33,1,1,2498.0,"Condo Apt, Apartment",617.0,,600.0,,"water,heat",7,29.0,2021-01-20 00:00:00,2021-02-02 00:00:00,1825.0,1.67,Yonge & Eglinton,"Bike Storage, Concierge, Gym, Indoor Pool, Rooftop Deck/Garden, Visitor Parking",S,Toronto
E5088239,Unit 311 - 1797 Queen St,The Beaches - Toronto,Condo Apt,629000,612653,2021-01-28 00:00:00,626500.0,1.33,1,1,2194.0,"Condo Apt, Apartment",591.0,,600.0,,water,8,16.0,2021-01-19 00:00:00,2021-01-28 00:00:00,1846.0,1.94,Queen & Woodbine,,N,Toronto
C5086628,Unit 2304 - 8 Eglinton Ave E,Mount Pleasant East - Toronto,Condo Apt,619000,613435,2021-02-04 00:00:00,608850.0,1.33,1,1,2888.0,"Condo Apt, Apartment",608.0,0-5,600.0,,"water,heat",10,29.0,2021-01-17 00:00:00,2021-02-04 00:00:00,1940.0,1.89,Yonge &  Eglinton Ave,"Concierge, Exercise Room, Guest Suites, Gym, Indoor Pool, Party/Meeting Room",W,Toronto
C5085510,Unit 1220 - 85 East Liberty St,Niagara - Toronto,Condo Apt,624000,611318,2021-01-28 00:00:00,610000.0,1.33,1,1,2193.0,"Condo Apt, Apartment",403.0,,600.0,,"water,heat",12,25.0,2021-01-15 00:00:00,2021-01-28 00:00:00,1907.0,2.33,East Liberty & Strachan,"Concierge, Gym, Indoor Pool, Party/Meeting Room, Rooftop Deck/Garden",W,Toronto
C5084723,Unit 708 - 608 Richmond St,Waterfront Communities C1 - Toronto,Condo Apt,559900,542784,2021-01-28 00:00:00,545000.0,1.0,1,0,1838.0,"Condo Apt, Loft",323.0,,500.0,,water,13,29.0,2021-01-14 00:00:00,2021-01-28 00:00:00,1654.0,2.31,Bathurst & Richmond,,S,Toronto
W5082601,Unit 903 - 360 Ridelle Ave,Briar Hill-Belgravia - Toronto,Condo Apt,579000,572884,2021-01-29 00:00:00,569000.0,2.0,1,1,1619.0,"Condo Apt, Apartment",789.0,,1000.0,,"water,hydro,heat",15,25.0,2021-01-12 00:00:00,2021-01-29 00:00:00,2294.0,2.54,Eglinton & Allen,"Bike Storage, Exercise Room, Indoor Pool, Party/Meeting Room, Rooftop Deck/Garden, Visitor Parking",W,Toronto
C5082617,Unit 306 - 81 Navy Wharf Crt,Waterfront Communities C1 - Toronto,Condo Apt,689000,679400,2021-01-28 00:00:00,667000.0,1.33,1,1,2291.0,"Condo Apt, Apartment",604.0,,700.0,,"water,hydro,heat",15,29.0,2021-01-12 00:00:00,2021-01-28 00:00:00,1961.0,1.78,Spadina & Lake Shore,"Bike Storage, Concierge, Guest Suites, Gym, Visitor Parking",SW,Toronto
C5081951,Unit 414 - 705 King St W,Niagara - Toronto,Condo Apt,579800,581610,2021-01-27 00:00:00,570000.0,1.33,1,1,2004.0,"Condo Apt, Apartment",628.0,,700.0,,water,15,24.0,2021-01-12 00:00:00,2021-01-27 00:00:00,2161.0,2.54,King & Bathurst,"Exercise Room, Indoor Pool, Outdoor Pool, Recreation Room, Security Guard, Security System",NW,Toronto
C5080281,Unit 405 - 85 East Liberty St,Niagara - Toronto,Condo Apt,558800,537529,2021-01-28 00:00:00,537000.0,1.0,1,0,1727.0,"Condo Apt, Apartment",316.0,,500.0,,"water,heat",19,21.0,2021-01-08 00:00:00,2021-01-28 00:00:00,2000.0,3.17,East Liberty St & Strachan Ave,"Concierge, Exercise Room, Gym, Indoor Pool, Party/Meeting Room, Visitor Parking",S,Toronto
C5073998,Unit 663 - 209 Fort York Blvd,Niagara - Toronto,Condo Apt,688000,684724,2021-01-28 00:00:00,683000.0,2.33,2,1,2417.0,"Condo Apt, Apartment",618.0,,700.0,,"water,heat",23,21.0,2021-01-04 00:00:00,2021-01-28 00:00:00,2083.0,1.99,Bathurst & Lake Shore,"Bbqs Allowed, Bike Storage, Concierge, Indoor Pool, Party/Meeting Room, Sauna",SW,Toronto
C5073836,Unit 4011 - 21 Iceboat Terr,Waterfront Communities C1 - Toronto,Condo Apt,639000,640162,2021-02-13 00:00:00,630000.0,1.33,1,1,2041.0,"Condo Apt, Apartment",462.0,,600.0,,"water,heat",24,27.0,2021-01-03 00:00:00,2021-02-12 00:00:00,1830.0,2.06,Spadina & Lakeshore,"Bbqs Allowed, Concierge, Gym, Indoor Pool, Party/Meeting Room, Visitor Parking",W,Toronto
C5062468,Unit 310 - 125 Redpath Ave,Mount Pleasant West - Toronto,Condo Apt,649000,640486,2021-01-27 00:00:00,645000.0,1.33,2,0,2387.0,"Condo Apt, Apartment",437.0,0-5,600.0,,"water,heat",48,20.0,2020-12-10 00:00:00,2021-01-27 00:00:00,1892.0,2.12,Yonge & Eglinton E.,"Concierge, Games Room, Gym, Party/Meeting Room, Rooftop Deck/Garden, Security Guard",W,Toronto
C5054362,Unit 105 - 15 Abell St,Trinity-Bellwoods - Toronto,Condo Apt,595000,632870,2021-02-02 00:00:00,595000.0,2.0,1,0,2506.0,"Condo Apt, Loft",515.0,6-10,600.0,,water,56,21.0,2020-12-02 00:00:00,2021-02-02 00:00:00,2380.0,2.94,Just South Of Queen W,"Bike Storage, Concierge, Exercise Room, Party/Meeting Room, Recreation Room",W,Toronto
C4989325,Unit 305 - 85 Bloor St E,Church-Yonge Corridor - Toronto,Condo Apt,699900,704225,2021-02-05 00:00:00,699900.0,2.0,2,0,2993.0,"Condo Apt, Apartment",710.0,,800.0,,"water,hydro,heat",75,37.0,2020-11-13 00:00:00,2021-02-05 00:00:00,2255.0,1.82,Yonge & Bloor,,NE,Toronto
C4975844,Unit 907 - 12 Bonnycastle St,Waterfront Communities C8 - Toronto,Condo Apt,675000,655050,2021-02-10 00:00:00,665000.0,1.33,1,0,1629.0,"Condo Apt, Apartment",504.0,,600.0,,,86,32.0,2020-11-02 00:00:00,2021-02-10 00:00:00,1953.0,2.09,Queens Quay & Sherbourne,"Concierge, Exercise Room, Guest Suites, Outdoor Pool, Party/Meeting Room, Rooftop Deck/Garden",E,Toronto
C4974679,Unit 1606 - 426 University Ave,University - Toronto,Condo Apt,575000,544531,2021-01-30 00:00:00,535000.0,1.0,1,0,2082.0,"Condo Apt, Apartment",371.0,0-5,500.0,,"water,heat",87,25.0,2020-11-01 00:00:00,2021-01-30 00:00:00,1908.0,2.59,University & Dundas,"Concierge, Exercise Room, Party/Meeting Room, Recreation Room, Security System",S,Toronto
C4914849,Unit 1605 - 1121 Bay St,Bay Street Corridor - Toronto,Condo Apt,619000,601874,2021-01-31 00:00:00,570000.0,1.33,1,0,2390.0,"Condo Apt, Apartment",670.0,,500.0,,"water,hydro,heat",133,23.0,2020-09-16 00:00:00,2021-01-31 00:00:00,2195.0,2.32,Bay & Bloor,"Concierge, Gym, Party/Meeting Room, Recreation Room, Rooftop Deck/Garden, Sauna",N,Toronto
C5093636,Unit 1610 - 21 Widmer St,Waterfront Communities C1 - Toronto,Condo Apt,599900,604363,2021-01-27 00:00:00,660000.0,1.0,1,0,2470.0,"Condo Apt, Apartment",486.0,,600.0,,"water,heat",1,31.0,2021-01-25 00:00:00,2021-01-27 00:00:00,1839.0,1.97,King & John,,S,Toronto
C5091223,Unit 413 - 205 Manning Ave,Trinity-Bellwoods - Toronto,Condo Apt,609999,604246,2021-01-27 00:00:00,604000.0,1.33,1,0,2038.0,"Condo Apt, Apartment",496.0,0-5,500.0,,"water,heat",4,20.0,2021-01-22 00:00:00,2021-01-27 00:00:00,2400.0,3.18,Dundas St & Manning Ave,"Bbqs Allowed, Exercise Room, Party/Meeting Room, Security System, Visitor Parking",W,Toronto
C5089771,Unit 2503 - 25 Sudbury St,Niagara - Toronto,Condo Townhouse,699900,693914,2021-01-27 00:00:00,765000.0,2.0,1,1,2639.0,"Condo Townhouse, Stacked Townhse",462.0,,800.0,,"water,hydro,heat",6,19.0,2021-01-20 00:00:00,2021-01-27 00:00:00,2356.0,2.67,King & Shaw,"Bbqs Allowed, Bike Storage",N,Toronto
C5088890,Unit 1907 - 35 Balmuto St,Bay Street Corridor - Toronto,Condo Apt,619900,599598,2021-01-27 00:00:00,610000.0,1.0,1,0,2549.0,"Condo Apt, Apartment",541.0,,500.0,,"water,heat",7,41.0,2021-01-19 00:00:00,2021-01-27 00:00:00,1667.0,1.45,Yonge & Bloor,,S,Toronto
E5087312,Unit 56 - 140 Broadview Ave,South Riverdale - Toronto,Condo Townhouse,559000,577161,2021-01-26 00:00:00,565000.0,1.0,1,1,1865.0,"Condo Townhouse, Apartment",209.0,,0.0,,water,8,13.0,2021-01-18 00:00:00,2021-01-26 00:00:00,2203.0,3.66,Dundas & Broadview,,W,Toronto
C5086912,Unit 2201 - 375 King St W,Waterfront Communities C1 - Toronto,Condo Apt,565000,544268,2021-01-26 00:00:00,581500.0,1.0,1,0,1847.0,"Condo Apt, Apartment",319.0,,500.0,,"water,heat",8,30.0,2021-01-18 00:00:00,2021-01-26 00:00:00,1575.0,2.14,King St W & Spadina Ave,"Bbqs Allowed, Concierge, Gym, Party/Meeting Room, Rooftop Deck/Garden, Visitor Parking",W,Toronto
C5085461,Unit 2106 - 15 Lower Jarvis St,Waterfront Communities C8 - Toronto,Condo Apt,678000,681475,2021-02-10 00:00:00,668800.0,1.33,2,0,,"Condo Apt, Apartment",375.0,0-5,500.0,,"water,heat",12,27.0,2021-01-14 00:00:00,2021-02-10 00:00:00,2000.0,2.66,Lower Jarvis & Lake Shore Blvd E,"Bike Storage, Concierge, Exercise Room, Indoor Pool, Party/Meeting Room, Tennis Court",W,Toronto
C5084208,Unit 510 - 161 Roehampton Ave,Mount Pleasant West - Toronto,Condo Apt,649000,635648,2021-01-29 00:00:00,628000.0,1.33,1,1,,"Condo Apt, Apartment",378.0,0-5,600.0,,,12,29.0,2021-01-14 00:00:00,2021-01-29 00:00:00,1767.0,2.35,Yonge & Eglinton,"Concierge, Games Room, Gym, Outdoor Pool, Party/Meeting Room, Rooftop Deck/Garden",SE,Toronto
C5084109,Unit 616 - 15 Bruyeres Mews,Waterfront Communities C1 - Toronto,Condo Apt,625000,622518,2021-01-27 00:00:00,630000.0,1.33,1,1,2977.0,"Condo Apt, Apartment",546.0,,600.0,Apartment,"water,heat",12,29.0,2021-01-14 00:00:00,2021-01-27 00:00:00,1800.0,1.66,Bathurst & Lakeshore,"Concierge, Exercise Room, Guest Suites, Gym, Rooftop Deck/Garden, Visitor Parking",N,Toronto
C5078911,Unit 712 - 101 Erskine Ave,Mount Pleasant West - Toronto,Condo Apt,649000,636944,2021-02-10 00:00:00,645000.0,1.33,1,1,2639.0,"Condo Apt, Apartment",411.0,0-5,600.0,,heat,18,29.0,2021-01-08 00:00:00,2021-02-10 00:00:00,1914.0,2.11,Yonge & Eglinton,"Concierge, Exercise Room, Party/Meeting Room, Sauna, Visitor Parking",W,Toronto
C5077364,Unit 1813 - 633 Bay St S,Bay Street Corridor - Toronto,Condo Apt,665000,652639,2021-01-27 00:00:00,645000.0,1.0,2,1,2621.0,"Condo Apt, Apartment",725.0,31-50,800.0,,"water,hydro,heat",20,35.0,2021-01-06 00:00:00,2021-01-27 00:00:00,2640.0,2.67,Bay & Dundas & Edward,"Concierge, Exercise Room, Indoor Pool, Party/Meeting Room, Rooftop Deck/Garden, Visitor Parking",S,Toronto
C5073698,Unit 809 - 8 The Esplanade,Waterfront Communities C8 - Toronto,Condo Apt,699000,704097,2021-01-29 00:00:00,682000.0,1.33,2,0,3052.0,"Condo Apt, Apartment",542.0,,700.0,,"water,heat",23,25.0,2021-01-03 00:00:00,2021-01-29 00:00:00,1969.0,1.76,Yonge & Front,Visitor Parking,S,Toronto
C5071074,Unit 1507 - 8 Mercer St,Waterfront Communities C1 - Toronto,Condo Apt,609000,601031,2021-02-04 00:00:00,600000.0,1.33,1,0,2513.0,"Condo Apt, Apartment",317.0,,500.0,,"water,heat",31,31.0,2020-12-26 00:00:00,2021-02-04 00:00:00,1708.0,2.07,King St & John St,,S,Toronto
C5067208,Unit 3204 - 375 King St W,Waterfront Communities C1 - Toronto,Condo Apt,575000,559455,2021-01-28 00:00:00,548000.0,1.0,1,0,2059.0,"Condo Apt, Apartment",344.0,,500.0,,"water,heat",41,31.0,2020-12-16 00:00:00,2021-01-28 00:00:00,1575.0,1.98,King Street &  Spadania,"Bbqs Allowed, Concierge, Exercise Room, Games Room, Gym, Party/Meeting Room",SE,Toronto
C5054878,Unit 1103 - 55 Bremner Blvd,Waterfront Communities C1 - Toronto,Condo Apt,639999,628567,2021-01-27 00:00:00,630000.0,1.33,1,0,2399.0,"Condo Apt, Apartment",517.0,,600.0,,water,55,23.0,2020-12-02 00:00:00,2021-01-27 00:00:00,1700.0,1.66,York St & Bremner Blvd,,N,Toronto
"C5002722, 40048131",Unit 319 - 20 Joe Shuster Way,Niagara - Toronto,Condo Apt,689900,651792,2021-02-02 00:00:00,625600.0,2.0,2,1,2356.0,"Condo Apt, Apartment",663.0,6-10,815.0,Apartment,"water,heat",58,17.0,2020-11-29 00:00:00,2021-02-02 00:00:00,3004.0,3.42,Joe Shuster Way &  King,"Bike Storage, Exercise Room, Guest Suites, Gym, Party/Meeting Room, Visitor Parking",SW,Toronto
C4994690,Unit 607 - 30 Roehampton Ave,Mount Pleasant West - Toronto,Condo Apt,599000,595868,2021-01-27 00:00:00,595000.0,1.33,1,0,2267.0,"Condo Apt, Apartment",334.0,0-5,500.0,,,68,18.0,2020-11-19 00:00:00,2021-01-27 00:00:00,1842.0,2.38,Yonge & Eglinton,"Bike Storage, Concierge, Guest Suites, Gym, Party/Meeting Room, Rooftop Deck/Garden",NW,Toronto
C4987086,Unit 5106 - 8 Eglinton Ave E,Mount Pleasant West - Toronto,Condo Apt,608888,597146,2021-01-26 00:00:00,573000.0,1.0,1,0,2630.0,"Condo Apt, Apartment",414.0,,500.0,,,75,29.0,2020-11-12 00:00:00,2021-01-26 00:00:00,1653.0,1.78,Yonge & Eglinton,"Concierge, Exercise Room, Guest Suites, Indoor Pool, Party/Meeting Room, Recreation Room",N,Toronto
